SubNum,DF,TactCond,seg
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df3,Tact_B_,1
Sub005,df3,Tact_B_,0
Sub005,df3,Tact_B_,1
Sub005,df3,Tact_B_,1
Sub005,df3,Tact_B_,1
Sub005,df3,Tact_B_,0
Sub005,df3,Tact_B_,1
Sub005,df3,Tact_B_,1
Sub005,df3,Tact_B_,1
Sub005,df3,Tact_B_,0
Sub005,df3,TactOff,0
Sub005,df3,TactOff,0
Sub005,df3,TactOff,0
Sub005,df3,TactOff,0
Sub005,df3,TactOff,0
Sub005,df3,TactOff,0
Sub005,df3,TactOff,0
Sub005,df3,TactOff,0
Sub005,df3,TactOff,0
Sub005,df3,TactOff,0
Sub005,df3,TactABA,0
Sub005,df3,TactABA,0
Sub005,df3,TactABA,0
Sub005,df3,TactABA,0
Sub005,df3,TactABA,0
Sub005,df3,TactABA,0
Sub005,df3,TactABA,0
Sub005,df3,TactABA,0
Sub005,df3,TactABA,0
Sub005,df3,TactABA,0
Sub005,df4,Tact_B_,1
Sub005,df4,Tact_B_,0
Sub005,df4,Tact_B_,1
Sub005,df4,Tact_B_,0
Sub005,df4,Tact_B_,0
Sub005,df4,Tact_B_,0
Sub005,df4,Tact_B_,0
Sub005,df4,Tact_B_,0
Sub005,df4,Tact_B_,0
Sub005,df4,Tact_B_,0
Sub005,df4,TactOff,1
Sub005,df4,TactOff,0
Sub005,df4,TactOff,0
Sub005,df4,TactOff,1
Sub005,df4,TactOff,0
Sub005,df4,TactOff,1
Sub005,df4,TactOff,0
Sub005,df4,TactOff,0
Sub005,df4,TactOff,0
Sub005,df4,TactOff,0
Sub005,df4,TactABA,0
Sub005,df4,TactABA,1
Sub005,df4,TactABA,0
Sub005,df4,TactABA,0
Sub005,df4,TactABA,0
Sub005,df4,TactABA,0
Sub005,df4,TactABA,0
Sub005,df4,TactABA,0
Sub005,df4,TactABA,0
Sub005,df4,TactABA,0
Sub005,df5,Tact_B_,1
Sub005,df5,Tact_B_,1
Sub005,df5,Tact_B_,1
Sub005,df5,Tact_B_,1
Sub005,df5,Tact_B_,1
Sub005,df5,Tact_B_,1
Sub005,df5,Tact_B_,1
Sub005,df5,Tact_B_,1
Sub005,df5,Tact_B_,1
Sub005,df5,Tact_B_,1
Sub005,df5,TactOff,1
Sub005,df5,TactOff,1
Sub005,df5,TactOff,1
Sub005,df5,TactOff,1
Sub005,df5,TactOff,1
Sub005,df5,TactOff,1
Sub005,df5,TactOff,1
Sub005,df5,TactOff,0
Sub005,df5,TactOff,1
Sub005,df5,TactOff,1
Sub005,df5,TactABA,1
Sub005,df5,TactABA,0
Sub005,df5,TactABA,1
Sub005,df5,TactABA,0
Sub005,df5,TactABA,1
Sub005,df5,TactABA,1
Sub005,df5,TactABA,0
Sub005,df5,TactABA,1
Sub005,df5,TactABA,0
Sub005,df5,TactABA,1
Sub005,df6,Tact_B_,1
Sub005,df6,Tact_B_,1
Sub005,df6,Tact_B_,1
Sub005,df6,Tact_B_,1
Sub005,df6,Tact_B_,1
Sub005,df6,Tact_B_,1
Sub005,df6,Tact_B_,1
Sub005,df6,Tact_B_,0
Sub005,df6,Tact_B_,1
Sub005,df6,Tact_B_,1
Sub005,df6,TactOff,1
Sub005,df6,TactOff,1
Sub005,df6,TactOff,1
Sub005,df6,TactOff,1
Sub005,df6,TactOff,1
Sub005,df6,TactOff,1
Sub005,df6,TactOff,1
Sub005,df6,TactOff,1
Sub005,df6,TactOff,1
Sub005,df6,TactOff,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub005,df6,TactABA,1
Sub006,df3,Tact_B_,1
Sub006,df3,Tact_B_,1
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,1
Sub006,df3,TactOff,1
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,TactOff,1
Sub006,df4,TactOff,0
Sub006,df4,TactOff,0
Sub006,df4,TactOff,1
Sub006,df4,TactOff,1
Sub006,df4,TactOff,0
Sub006,df4,TactOff,0
Sub006,df4,TactOff,1
Sub006,df4,TactOff,0
Sub006,df4,TactOff,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,0
Sub006,df4,TactABA,0
Sub006,df4,TactABA,1
Sub006,df4,TactABA,0
Sub006,df4,TactABA,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,0
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,0
Sub006,df5,TactOff,0
Sub006,df5,TactOff,0
Sub006,df5,TactOff,1
Sub006,df5,TactOff,0
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,Tact_B_,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactOff,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df3,TactABA,0
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,Tact_B_,1
Sub006,df4,TactOff,1
Sub006,df4,TactOff,1
Sub006,df4,TactOff,1
Sub006,df4,TactOff,1
Sub006,df4,TactOff,1
Sub006,df4,TactOff,0
Sub006,df4,TactOff,0
Sub006,df4,TactOff,0
Sub006,df4,TactOff,1
Sub006,df4,TactOff,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,0
Sub006,df4,TactABA,0
Sub006,df4,TactABA,1
Sub006,df4,TactABA,1
Sub006,df4,TactABA,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,Tact_B_,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactOff,0
Sub006,df5,TactOff,1
Sub006,df5,TactOff,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df5,TactABA,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,Tact_B_,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactOff,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
Sub006,df6,TactABA,1
